	Kingdom:Phylum:Class:Order:Family:Genus:Species
SV_247	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Kingella:oralis
SV_248	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_249	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:micra
SV_250	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:ureolyticus
SV_251	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:gingivalis
SV_252	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_253	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:NA
SV_254	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnoanaerobaculum:cf.
SV_255	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:denticola
SV_256	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Oribacterium:sinus
SV_257	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_258	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinotignum:NA
SV_259	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:granulosa
SV_260	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides:distasonis
SV_261	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia:NA
SV_262	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:putredinis
SV_263	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_264	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Dialister:NA
SV_265	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:NA
SV_266	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Alcaligenaceae:Oligella:NA
SV_267	Bacteria:Desulfobacterota:Desulfovibrionia:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:NA
SV_268	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_269	Bacteria:Firmicutes:Bacilli:Staphylococcales:Gemellaceae:Gemella:NA
SV_270	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:duerdenii
SV_271	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:oralis
SV_272	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:buccalis
SV_273	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:NA:NA
SV_274	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Pseudoglutamicibacter:cumminsii
SV_275	Bacteria:Firmicutes:Clostridia:Oscillospirales:Hungateiclostridiaceae:Mageeibacillus:indolicus
SV_276	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:finegoldii
SV_277	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Actinobacillus:NA
SV_278	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Actinobacillus:NA
SV_279	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Aggregatibacter:NA
SV_280	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_281	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nigrescens
SV_282	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_283	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella:NA
SV_284	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Weeksellaceae:Weeksella:NA
SV_285	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:NA:NA
SV_286	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-004:NA
SV_287	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:ravenspurgense
SV_288	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae ND3007 group:NA
SV_289	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_290	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_291	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:W5053:NA
SV_292	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelotrichaceae:Solobacterium:moorei
SV_293	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:NA
SV_294	Bacteria:Firmicutes:Bacilli:Staphylococcales:Gemellaceae:Gemella:NA
SV_295	Bacteria:Proteobacteria:Gammaproteobacteria:Cardiobacteriales:Cardiobacteriaceae:Cardiobacterium:hominis
SV_296	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_297	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_298	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:corporis
SV_299	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:gracilis
SV_300	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:pallens
SV_301	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:NA
SV_302	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-010:NA
SV_303	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-003:NA
SV_304	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:oralis
SV_305	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_306	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:oris
SV_307	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NK4A214 group:NA
SV_308	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_309	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:wadei
SV_310	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:tuscaniense
SV_311	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:buccalis
SV_312	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:conceptionensis
SV_313	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:lacrimalis
SV_314	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Actinobacillus:NA
SV_315	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_316	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_317	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_318	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:gingivalis
SV_319	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:[Eubacterium] siraeum group:NA
SV_320	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Faecalibacterium:NA
SV_321	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_322	Bacteria:Campylobacterota:Campylobacteria:Campylobacterales:Campylobacteraceae:Campylobacter:NA
SV_323	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_324	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:S5-A14a:NA
SV_325	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_326	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:oralis
SV_327	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:NA:NA
SV_328	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_329	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae FCS020 group:NA
SV_330	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_331	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Barnesiellaceae:Barnesiella:NA
SV_332	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospira:NA
SV_333	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Ruminococcus:NA
SV_334	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_335	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_336	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:NA
SV_337	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_338	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_339	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_340	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Brevibacteriaceae:Brevibacterium:luteolum
SV_341	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:periodonticum
SV_342	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Parabacteroides:johnsonii
SV_343	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Pseudoglutamicibacter:NA
SV_344	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Mogibacterium:NA
SV_345	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae NK4A136 group:bacterium
SV_346	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_347	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_348	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:Senegalimassilia:anaerobia
SV_349	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_9:NA
SV_350	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:finegoldii
SV_351	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Anaeroglobus:NA
SV_352	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_353	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_354	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_355	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Romboutsia:NA
SV_356	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_357	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_9:NA
SV_358	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:NA
SV_359	Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium sensu stricto 1:NA
SV_360	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Peptoniphilus:NA
SV_361	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_362	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae NK4A136 group:NA
SV_363	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_364	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_365	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Eggerthellaceae:DNF00809:NA
SV_366	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:CAG-56:NA
SV_367	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_368	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Stomatobaculum:longum
SV_369	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_370	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium:nucleatum
SV_371	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_372	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_373	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-002:NA
SV_374	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_375	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_376	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_377	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Alcaligenaceae:Oligella:NA
SV_378	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:NA
SV_379	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_380	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_381	Bacteria:Verrucomicrobiota:Verrucomicrobiae:Verrucomicrobiales:Akkermansiaceae:Akkermansia:muciniphila
SV_382	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas:NA
SV_383	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Sutterellaceae:Parasutterella:NA
SV_384	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae UCG-004:NA
SV_385	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] brachy group:NA
SV_386	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_387	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_388	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:NA:NA
SV_389	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_390	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Filifactor:alocis
SV_391	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_392	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:buccalis
SV_393	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Eubacterium] ventriosum group:NA
SV_394	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:NA
SV_395	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:NA
SV_396	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Scardovia:wiggsiae
SV_397	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Neisseriaceae:Neisseria:NA
SV_398	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Roseburia:inulinivorans
SV_399	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_400	Bacteria:Firmicutes:Clostridia:Oscillospirales:[Eubacterium] coprostanoligenes group:NA:NA
SV_401	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_402	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_403	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia:NA
SV_404	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Ruminococcus] gauvreauii group:NA
SV_405	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_406	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Peptostreptococcaceae:Peptostreptococcus:stomatis
SV_407	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Limosilactobacillus:NA
SV_408	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_409	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:melaninogenica
SV_410	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Varibaculum:NA
SV_411	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Faecalibacterium:prausnitzii
SV_412	Bacteria:Actinobacteriota:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Gardnerella:vaginalis
SV_413	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Lawsonella:clevelandensis
SV_414	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Tannerellaceae:Tannerella:forsythia
SV_415	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:Mogibacterium:NA
SV_416	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:Butyricicoccus:faecihominis
SV_417	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinomyces:NA
SV_418	Bacteria:Actinobacteriota:Coriobacteriia:Coriobacteriales:Atopobiaceae:Atopobium:vaginae
SV_419	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_420	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:W5053:NA
SV_421	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Eubacterium] hallii group:NA
SV_422	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Oribacterium:asaccharolyticum
SV_423	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Rikenellaceae RC9 gut group:NA
SV_424	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Microbacteriaceae:NA:NA
SV_425	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Dialister:propionicifaciens
SV_426	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_427	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:NA
SV_428	Bacteria:Firmicutes:Bacilli:Lactobacillales:P5D1-392:NA:NA
SV_429	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Blautia:NA
SV_430	Bacteria:Patescibacteria:Saccharimonadia:Saccharimonadales:Saccharimonadaceae:NA:NA
SV_431	Bacteria:Proteobacteria:Gammaproteobacteria:Burkholderiales:Alcaligenaceae:Oligella:NA
SV_432	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_433	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:W5053:NA
SV_434	Bacteria:Firmicutes:Bacilli:Lactobacillales:Aerococcaceae:Facklamia:ignava
SV_435	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_436	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:mucilaginosa
SV_437	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Marinifilaceae:Butyricimonas:NA
SV_438	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Parvimonas:micra
SV_439	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:NA
SV_440	Bacteria:Firmicutes:Clostridia:Christensenellales:Christensenellaceae:Christensenellaceae R-7 group:NA
SV_441	Bacteria:Firmicutes:Bacilli:Staphylococcales:Staphylococcaceae:Nosocomiicoccus:NA
SV_442	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:NA
SV_443	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnospiraceae ND3007 group:NA
SV_444	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_445	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Faecalibacterium:prausnitzii
SV_446	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_447	Bacteria:Firmicutes:Clostridia:Oscillospirales:Oscillospiraceae:UCG-005:NA
SV_448	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Anaerovoracaceae:[Eubacterium] nodatum group:NA
SV_449	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:shahii
SV_450	Bacteria:Firmicutes:Clostridia:Peptococcales:Peptococcaceae:NA:NA
SV_451	Bacteria:Firmicutes:Clostridia:Oscillospirales:Butyricicoccaceae:Butyricicoccus:NA
SV_452	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Alloprevotella:rava
SV_453	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Anaerostipes:NA
SV_454	Bacteria:Firmicutes:Clostridia:Peptostreptococcales-Tissierellales:Family XI:Anaerococcus:NA
SV_455	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7:melaninogenica
SV_456	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:NA:NA
SV_457	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_458	Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella:NA
SV_459	Bacteria:Bacteroidota:Bacteroidia:Flavobacteriales:Flavobacteriaceae:Capnocytophaga:NA
SV_460	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_9:NA
SV_461	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:NA
SV_462	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:Lachnotalea:NA
SV_463	Bacteria:Bacteroidota:Bacteroidia:Bacteroidales:Marinifilaceae:Odoribacter:splanchnicus
SV_464	Bacteria:Actinobacteriota:Actinobacteria:Micrococcales:Micrococcaceae:Rothia:NA
SV_465	Bacteria:Firmicutes:Clostridia:Lachnospirales:Lachnospiraceae:[Ruminococcus] torques group:NA
SV_466	Bacteria:Firmicutes:Clostridia:Oscillospirales:Ruminococcaceae:Incertae Sedis:NA
SV_467	Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacterales:Pasteurellaceae:Haemophilus:NA
SV_468	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Selenomonadaceae:Selenomonas:NA
SV_469	Bacteria:Firmicutes:Negativicutes:Veillonellales-Selenomonadales:Veillonellaceae:Veillonella:NA
SV_470	Bacteria:Firmicutes:Bacilli:Erysipelotrichales:Erysipelatoclostridiaceae:Erysipelatoclostridium:NA
SV_471	Bacteria:Actinobacteriota:Actinobacteria:Corynebacteriales:Corynebacteriaceae:Corynebacterium:NA
SV_472	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Sneathia:NA
SV_473	Bacteria:Fusobacteriota:Fusobacteriia:Fusobacteriales:Leptotrichiaceae:Leptotrichia:NA
SV_474	Bacteria:Actinobacteriota:Actinobacteria:Actinomycetales:Actinomycetaceae:F0332:NA
